,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
403,Ian Mahinmi,C,33,WAS,38,35,808,4.6,9.4,.495,0.2,1.2,.192,4.4,8.2,.538,3.1,5.0,.619,3.5,6.2,9.7,2.2,1.4,2.0,2.0,5.1,12.6
404,Thon Maker,C,22,DET,60,14,776,4.3,9.0,.482,1.0,3.0,.344,3.3,6.0,.550,3.4,5.1,.664,2.5,5.2,7.7,2.0,1.2,1.8,2.1,4.7,13.0
405,Terance Mann,SG,23,LAC,41,6,362,3.7,7.9,.468,0.7,2.0,.350,3.0,5.9,.508,1.8,2.7,.667,1.0,4.5,5.5,5.3,1.1,0.5,1.8,4.6,9.8
406,Boban Marjanović,C,31,DAL,44,5,422,10.3,18.0,.573,0.3,1.5,.235,10.0,16.5,.603,3.7,4.9,.754,5.6,11.2,16.8,1.7,0.7,0.9,2.6,4.8,24.7
407,Lauri Markkanen,PF,22,CHI,50,50,1492,6.1,14.3,.425,2.6,7.6,.344,3.4,6.6,.518,3.0,3.7,.824,1.4,6.1,7.6,1.8,1.0,0.6,2.0,2.3,17.8
408,Caleb Martin,SF,24,CHO,18,1,317,4.2,9.5,.440,2.3,4.2,.541,1.9,5.3,.362,1.9,2.4,.810,1.1,3.2,4.3,2.6,1.4,0.8,1.7,3.6,12.6
409,Cody Martin,SF,24,CHO,48,3,903,3.5,8.3,.430,0.7,3.1,.234,2.8,5.2,.546,1.7,2.6,.646,1.5,4.8,6.3,3.8,1.6,0.4,1.8,3.1,9.5
410,Jeremiah Martin,PG,23,BRK,9,0,99,8.7,19.3,.453,1.8,6.5,.278,6.9,12.7,.543,4.0,5.1,.786,0.4,3.3,3.6,6.5,2.5,0.7,1.5,2.5,23.3
411,Kelan Martin,SF,24,MIN,31,4,495,5.2,13.2,.392,1.8,7.0,.260,3.3,6.2,.541,2.2,2.3,.968,0.9,6.1,7.0,1.7,0.5,0.7,1.5,3.7,14.3
412,Frank Mason III,PG,25,MIL,9,0,118,7.0,15.6,.451,1.8,6.4,.286,5.2,9.2,.567,3.1,5.2,.588,1.5,4.3,5.8,8.8,1.5,0.3,3.4,3.4,18.9
413,Garrison Mathews,SG,23,WAS,18,0,227,3.8,8.9,.429,3.0,7.3,.413,0.8,1.6,.500,4.9,5.4,.912,1.0,2.9,3.8,1.6,1.3,0.2,1.3,5.1,15.5
414,Wesley Matthews,SG,33,MIL,67,67,1635,3.7,9.3,.396,2.4,6.5,.364,1.3,2.8,.472,1.1,1.5,.765,0.5,3.2,3.7,2.0,0.8,0.2,0.9,2.3,10.9
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Luc Mbah a Moute,PF,33,HOU,3,0,25,2.9,7.2,.400,0.0,2.9,.000,2.9,4.3,.667,1.4,2.9,.500,1.4,1.4,2.9,0.0,2.9,0.0,1.4,0.0,7.2
417,Patrick McCaw,SF,24,TOR,37,12,908,2.7,6.4,.414,0.9,2.8,.324,1.7,3.6,.484,0.5,0.7,.722,0.8,2.7,3.4,3.1,1.5,0.2,1.1,2.4,6.7
418,CJ McCollum,SG,28,POR,70,70,2556,8.6,19.1,.451,2.7,7.2,.379,5.9,11.9,.494,2.0,2.6,.757,0.6,3.5,4.2,4.4,0.8,0.6,1.8,2.6,21.9
419,T.J. McConnell,PG,27,IND,71,3,1326,5.8,11.2,.516,0.1,0.5,.294,5.6,10.7,.525,1.0,1.1,.833,1.0,4.1,5.1,9.6,1.5,0.3,2.7,2.0,12.6
420,Jalen McDaniels,PF,22,CHO,16,0,293,4.1,8.6,.471,1.1,2.9,.375,2.9,5.7,.522,1.7,2.1,.824,1.8,6.1,8.0,1.6,1.0,0.4,1.4,4.4,10.9
421,Doug McDermott,PF,28,IND,69,0,1372,7.0,14.4,.488,3.4,7.7,.435,3.6,6.6,.549,1.3,1.5,.828,0.7,3.9,4.6,2.0,0.3,0.1,1.1,3.1,18.6
422,JaVale McGee,C,32,LAL,68,68,1130,6.2,9.7,.637,0.1,0.2,.500,6.1,9.6,.640,1.7,2.6,.646,4.0,8.4,12.4,1.2,1.1,3.0,1.8,5.1,14.2
423,Rodney McGruder,SG,28,LAC,56,4,871,3.0,7.5,.398,1.0,3.7,.270,2.0,3.8,.522,0.8,1.4,.559,1.2,5.0,6.2,1.5,1.1,0.3,1.0,3.1,7.7
424,Alfonzo McKinnie,SF,27,CLE,40,1,593,4.4,10.4,.427,0.8,3.9,.215,3.6,6.4,.557,1.3,1.9,.710,2.2,4.6,6.9,0.8,1.4,0.5,1.6,4.4,11.0
425,Jordan McLaughlin,PG,23,MIN,30,2,590,5.3,10.9,.489,1.8,4.6,.382,3.5,6.2,.569,1.6,2.4,.667,0.4,2.6,3.0,7.6,2.1,0.2,1.9,1.9,14.0
426,Ben McLemore,SG,26,HOU,71,23,1619,5.4,12.1,.444,4.0,10.1,.400,1.4,2.1,.656,1.1,1.5,.746,0.5,3.0,3.5,1.3,1.0,0.4,1.1,3.4,15.9
427,Jordan McRae,SG,28,TOT,37,4,784,6.8,16.8,.407,2.1,5.8,.357,4.8,11.0,.433,3.8,5.0,.761,0.8,4.9,5.7,4.3,1.0,0.7,2.0,3.4,19.6
428,Jordan McRae,SG,28,WAS,29,4,654,7.3,17.4,.420,2.2,5.8,.377,5.1,11.6,.441,3.5,4.6,.771,0.9,4.8,5.7,4.5,1.0,0.8,2.1,3.4,20.4
429,Jordan McRae,SG,28,DEN,4,0,32,2.3,6.8,.333,2.3,4.5,.500,0.0,2.3,.000,3.4,4.5,.750,1.1,4.5,5.6,4.5,2.3,1.1,0.0,2.3,10.1
430,Jordan McRae,SG,28,DET,4,0,98,5.1,15.8,.326,1.1,5.9,.188,4.0,9.9,.407,5.9,8.1,.727,0.0,5.5,5.5,2.6,0.0,0.0,1.8,3.7,17.3
431,Nicolò Melli,C,29,NOP,60,8,1042,4.7,11.2,.421,2.4,7.1,.335,2.3,4.0,.573,1.9,2.5,.740,1.3,4.9,6.2,2.8,1.2,0.8,1.6,4.3,13.6
432,De'Anthony Melton,PG,21,MEM,60,8,1167,5.0,12.4,.401,1.2,4.3,.286,3.7,8.1,.464,2.9,3.7,.769,1.3,5.5,6.8,5.4,2.4,0.6,2.6,3.4,14.0
433,Chimezie Metu,PF,22,SAS,18,0,105,8.2,14.4,.571,0.0,0.7,.000,8.2,13.7,.600,3.4,4.5,.769,4.1,7.2,11.3,3.4,1.0,2.1,3.4,2.4,19.9
434,Khris Middleton,SF,28,MIL,62,59,1853,9.2,18.4,.497,2.9,6.9,.415,6.3,11.5,.546,4.0,4.4,.916,0.9,6.6,7.4,5.1,1.0,0.1,2.7,2.8,25.2
435,Eric Mika,PF,25,SAC,1,0,19,3.8,5.7,.667,0.0,0.0,,3.8,5.7,.667,3.8,3.8,1.000,3.8,9.5,13.3,0.0,0.0,0.0,0.0,9.5,11.4
436,C.J. Miles,SG,32,WAS,10,0,161,4.2,13.2,.322,2.5,7.8,.314,1.8,5.4,.333,3.4,4.5,.750,0.9,1.8,2.7,2.7,2.2,0.9,0.9,3.1,14.3
437,Malcolm Miller,SF,26,TOR,28,1,162,2.7,6.4,.414,1.8,4.9,.364,0.9,1.6,.571,0.7,1.8,.375,0.4,3.1,3.6,2.4,1.1,0.4,0.9,4.0,7.8
438,Patty Mills,PG,31,SAS,66,1,1485,6.3,14.5,.431,3.7,9.8,.382,2.5,4.7,.533,2.4,2.7,.866,0.5,2.1,2.6,2.9,1.3,0.1,1.3,2.5,18.6
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Paul Millsap,PF,34,DEN,51,48,1240,6.1,12.7,.482,1.6,3.6,.435,4.6,9.1,.500,3.3,4.1,.816,2.8,5.7,8.5,2.4,1.3,0.9,2.0,4.4,17.2
441,Shake Milton,SG,23,PHI,40,24,805,6.0,12.4,.484,2.6,6.0,.430,3.4,6.4,.535,2.3,2.9,.785,0.7,3.3,3.9,4.7,0.9,0.3,2.1,4.1,16.9
442,Donovan Mitchell,SG,23,UTA,69,69,2364,9.2,20.4,.449,2.6,7.2,.366,6.5,13.2,.494,4.2,4.9,.863,0.8,3.8,4.6,4.5,1.1,0.2,2.8,2.6,25.2
443,Naz Mitrou-Long,SG,26,IND,5,0,47,4.6,13.0,.353,1.5,9.2,.167,3.1,3.8,.800,0.0,0.0,,0.0,5.4,5.4,6.1,0.8,0.8,2.3,1.5,10.7
444,Adam Mokoka,SG,21,CHI,11,0,112,3.9,9.0,.429,1.9,4.8,.400,1.9,4.2,.462,0.6,1.3,.500,2.3,1.0,3.2,1.3,1.3,0.0,0.6,5.5,10.3
445,Malik Monk,SG,21,CHO,55,1,1169,6.5,15.0,.434,1.8,6.3,.284,4.7,8.7,.542,2.5,3.1,.820,0.8,4.0,4.8,3.5,0.8,0.5,2.4,2.3,17.4
446,Matt Mooney,SG,22,CLE,4,0,19,1.9,7.6,.250,0.0,3.8,.000,1.9,3.8,.500,0.0,0.0,,0.0,5.7,5.7,1.9,3.8,1.9,0.0,1.9,3.8
447,E'Twaun Moore,SG,30,NOP,56,6,1020,6.6,15.4,.426,2.2,5.9,.377,4.3,9.5,.456,1.1,1.6,.689,1.1,3.5,4.6,2.8,1.1,0.4,1.4,2.8,16.4
448,Ja Morant,PG,20,MEM,67,67,2074,7.8,16.3,.477,1.0,3.1,.335,6.7,13.2,.511,4.1,5.3,.776,0.9,3.6,4.5,8.5,1.0,0.3,3.8,1.9,20.7
449,Juwan Morgan,PF,22,UTA,21,0,134,4.0,7.0,.577,0.8,2.1,.375,3.2,4.8,.667,0.8,1.1,.750,2.7,5.1,7.8,1.6,0.3,0.5,1.6,5.1,9.7
450,Marcus Morris,SF-PF,30,TOT,62,62,1936,6.6,15.1,.438,2.6,6.5,.408,4.0,8.6,.461,3.4,4.1,.823,1.1,4.7,5.8,1.6,0.9,0.6,1.8,3.3,19.2
451,Marcus Morris,SF,30,NYK,43,43,1387,7.3,16.5,.442,3.0,6.9,.439,4.3,9.7,.444,4.2,5.1,.823,1.2,4.8,6.0,1.5,0.9,0.4,1.9,3.3,21.8
452,Marcus Morris,PF,30,LAC,19,19,549,4.9,11.4,.425,1.7,5.5,.310,3.1,5.9,.533,1.2,1.4,.818,0.7,4.4,5.1,1.8,0.9,0.9,1.6,3.4,12.6
453,Markieff Morris,PF,30,TOT,58,17,1187,6.2,13.9,.443,2.7,6.9,.386,3.5,7.0,.500,2.0,2.6,.776,1.2,5.4,6.6,2.3,0.9,0.5,2.3,4.0,17.0
454,Markieff Morris,PF,30,DET,44,16,988,6.4,14.2,.450,2.7,6.9,.397,3.6,7.3,.500,2.2,2.9,.772,0.9,5.4,6.3,2.5,0.9,0.4,2.6,3.8,17.7
455,Markieff Morris,PF,30,LAL,14,1,199,5.1,12.5,.406,2.4,7.1,.333,2.7,5.4,.500,0.9,1.1,.833,2.9,5.2,8.1,1.4,0.9,1.1,1.1,5.2,13.4
456,Monte Morris,PG,24,DEN,73,12,1636,5.7,12.5,.459,1.4,3.8,.378,4.3,8.7,.495,1.7,2.0,.843,0.5,2.5,3.0,5.6,1.2,0.4,1.2,1.6,14.5
457,Johnathan Motley,PF,24,LAC,13,0,41,9.7,13.2,.733,0.9,0.9,1.000,8.8,12.3,.714,4.4,6.1,.714,2.6,6.1,8.8,7.0,2.6,0.0,4.4,5.3,24.6
458,Emmanuel Mudiay,PG,23,UTA,54,2,850,6.4,13.8,.462,1.3,3.7,.345,5.1,10.2,.504,2.7,3.5,.759,0.8,4.6,5.3,4.9,1.0,0.4,3.2,3.0,16.7
459,Mychal Mulder,SG,25,GSW,7,3,204,4.6,11.8,.388,2.8,9.2,.308,1.8,2.6,.667,1.6,2.1,.750,0.5,3.5,4.1,1.4,0.4,0.2,0.9,3.5,13.6
460,Dejounte Murray,PG,23,SAS,66,58,1687,6.3,13.6,.462,0.9,2.4,.369,5.4,11.2,.481,1.9,2.4,.798,1.5,6.7,8.2,5.8,2.4,0.4,2.7,3.1,15.4
461,Jamal Murray,PG,22,DEN,59,59,1904,7.7,16.9,.456,2.1,6.1,.346,5.6,10.8,.519,3.1,3.5,.881,0.9,3.6,4.5,5.4,1.3,0.3,2.4,1.9,20.6
462,Džanan Musa,SF,20,BRK,40,0,487,4.7,12.7,.372,1.4,5.8,.244,3.3,6.9,.479,3.3,4.4,.750,1.6,4.8,6.4,3.2,1.1,0.1,2.7,2.2,14.2
463,Mike Muscala,C,28,OKC,47,2,572,4.8,11.9,.407,3.4,9.0,.378,1.4,2.9,.500,1.1,1.4,.818,1.0,5.8,6.8,2.5,0.6,0.8,1.1,3.7,14.2
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Sviatoslav Mykhailiuk,SF,22,DET,56,27,1265,4.7,11.5,.410,3.3,8.1,.404,1.5,3.4,.425,1.6,2.0,.814,0.5,2.5,3.0,3.0,1.2,0.1,1.7,2.5,14.3
